cliente,recencia,frequencia,valor_monetario,periodo,grupo
9572,52,5,54.888,105,2
9576,64,1,57.16,64,2
9586,94,7,120.721428,220,5
9598,206,4,18.3475,242,3
9606,1,36,80.994444,237,1
9638,160,3,103.02,212,3
9648,220,1,284.029999,220,3
9660,29,11,119.576363,234,5
9661,8,10,186.740999,191,5
9664,211,1,352.32,211,3
9666,191,1,223.55,191,3
9680,9,2,65.735,14,2
9691,47,4,705.679998,227,4
9693,168,1,64.78,168,3
9694,224,1,48.77,224,3
9697,143,2,334.194999,204,4
9706,201,1,10.99,201,3
9738,234,2,36.61,239,3
9741,73,3,65.259999,225,5
9745,213,1,195.95,213,3
9747,241,1,103.95,241,3
9765,23,9,36.253333,242,5
9772,10,18,53.613888,231,1
9784,14,7,286.972855,212,5
9790,110,5,77.709999,150,5
9792,178,3,118.113333,224,3
9827,239,1,291.369999,239,3
9838,123,1,296.72,123,4
9858,1,3,69.243332,17,2
9899,10,7,402.202856,223,5
9909,189,2,36.69,210,3
9927,77,10,144.3,238,5
9928,32,23,86.816521,241,1
9929,113,2,200.13,141,3
9936,137,1,33.23,137,3
9963,4,8,89.56625,121,2
9968,36,1,37.8,36,2
9993,13,17,109.384705,238,1
9996,7,5,124.091999,198,5
10007,28,7,391.649999,234,5
10008,68,7,432.452856,228,4
10016,14,1,43.2,14,2
10025,176,1,526.929999,176,4
10030,193,2,267.834995,218,3
10031,8,3,74.743333,171,5
10035,70,8,479.569997,231,4
10051,7,14,87.274999,209,1
10056,147,2,206.069999,179,3
10058,91,2,99.905,130,2
10060,28,8,133.777499,239,5
10097,63,1,603.94,63,4
10119,32,28,132.455356,218,1
10120,117,10,368.026998,238,5
10131,203,2,56.045,206,3
10133,18,5,292.133999,228,5
10138,79,6,85.933332,239,5
10142,9,10,186.671999,218,5
10143,119,2,60.8,121,2
10146,7,15,106.117333,203,1
10149,32,4,198.835,185,5
10154,221,1,395.75,221,4
10164,2,8,331.427499,231,5
10172,196,3,380.226666,231,4
10175,193,3,625.916665,234,4
10188,35,16,141.344374,238,1
10200,28,5,187.099999,220,5
10206,108,7,39.431427,220,5
10208,210,1,164.84,210,3
10219,53,10,289.858999,243,5
10241,180,3,171.406666,230,3
10271,232,1,104.63,232,3
10279,204,1,450.93,204,4
10301,212,2,71.875,242,3
10304,124,5,129.015999,230,3
10310,7,3,390.029998,203,5
10312,10,13,112.948461,230,5
10323,51,21,107.458095,239,1
10330,14,10,42.677999,170,5
10362,103,2,456.759999,206,4
10366,2,5,49.684,77,2
10372,42,9,125.763333,236,5
10384,5,10,81.1,206,5
10385,15,10,428.131999,233,5
10388,193,1,162.77,193,3
10392,16,15,147.859999,236,1
10420,205,1,445.129998,205,4
10421,61,6,42.476666,219,5
10427,8,9,206.61111,235,5
10436,13,11,289.483635,241,5
10439,144,1,42.27,144,3
10455,207,1,301.07,207,3
10461,60,4,208.534999,212,5
10462,7,4,153.442499,208,5
10480,9,20,44.758,241,1
10496,25,1,298.949998,25,2
10501,51,1,42.59,51,2
10523,51,35,93.956569,231,1
10527,24,7,319.247141,200,5
10551,196,1,410.089995,196,4
10566,204,3,150.003331,225,3
10570,128,11,158.429999,242,5
10577,17,12,81.718333,192,5
10606,202,1,206.48,202,3
10608,125,1,125.41,125,2
10610,46,10,23.203,236,5
10616,189,1,190.43,189,3
10631,181,1,204.6,181,3
10638,108,1,262.76,108,2
10643,204,1,232.569999,204,3
10646,23,2,67.435,35,2
10647,94,4,230.082499,149,5
10654,175,1,2.59,175,3
10660,93,1,75.11,93,2
10665,25,8,83.184999,87,2
10668,152,9,298.745555,243,3
10676,61,4,51.774999,183,5
10677,21,3,87.883333,24,2
10689,18,10,56.362,241,5
10699,75,1,62.21,75,2
10704,76,4,49.085,210,5
10712,19,7,264.488569,208,5
10720,213,1,52.669998,213,3
10730,2,14,107.816428,113,5
10733,71,4,12.13,207,5
10744,192,1,53.769999,192,3
10747,88,5,63.826,193,5
10752,161,9,72.789999,233,3
10759,172,3,57.22,191,3
10761,136,1,71.609999,136,3
10762,127,2,35.26,237,3
10764,29,3,19.143333,137,2
10781,199,1,59.88,199,3
10782,41,2,205.864999,213,5
10786,57,6,273.948332,238,5
10793,210,1,483.229998,210,4
10800,107,4,67.1075,212,3
10802,199,1,312.499998,199,3
10803,180,7,20.744285,220,3
10806,32,1,365.769998,32,2
10810,217,2,199.509997,238,3
10819,10,4,82.779999,49,2
10825,49,3,274.453333,83,2
10827,8,1,152.15,8,2
10830,8,8,485.929999,204,4
10831,191,2,182.11499800000001,217,3
10835,129,3,87.003333,228,3
10839,143,3,56.623333,211,3
10843,62,7,252.942856,227,5
10846,61,1,89.24,61,2
10859,22,5,78.547999,191,5
10866,53,2,59.234999,218,5
10867,47,11,183.968181,228,5
10878,2,46,55.002391,239,1
10879,56,6,225.186665,134,5
10882,13,6,235.393332,202,5
10887,6,15,208.290666,223,1
10910,44,4,208.019999,214,5
10911,116,1,268.04,116,2
10914,136,3,175.633332,215,3
10920,17,2,126.355,45,2
10923,1,44,153.892272,240,1
10925,126,5,106.113999,191,3
10928,144,1,382.62,144,4
10932,121,1,53.94,121,2
10936,200,1,57.15,200,3
10937,140,10,152.534999,224,5
10942,143,6,85.939999,236,3
10952,150,1,213.649999,150,3
10963,56,2,276.909998,147,5
10968,3,7,161.201428,217,5
10972,86,1,41.64,86,2
10975,92,2,74.995,120,2
10976,8,2,287.669998,36,2
10982,28,6,173.631666,238,5
10985,224,1,29.46,224,3
10995,76,2,410.404999,98,4
11002,2,3,16.703333,236,5
11015,24,2,466.244998,91,4
11023,141,1,343.059999,141,4
11026,36,10,175.435999,234,5
11037,26,5,101.82,226,5
11042,30,7,37.918571,150,5
11043,13,22,93.777727,238,1
11050,70,1,257.949998,70,2
11060,2,17,46.844705,224,1
11067,18,1,202.549997,18,2
11071,33,1,73.74,33,2
11072,2,8,215.323749,143,5
11078,197,6,97.22,239,3
11093,21,5,442.275998,204,4
11094,235,1,460.78,235,4
11107,1,5,148.085999,185,5
11113,77,2,434.154999,105,4
11119,29,24,145.058333,236,1
11126,22,5,210.683999,223,5
11136,28,15,263.436666,242,1
11171,115,9,37.358888,242,5
11174,33,10,350.859999,239,5
11188,92,4,21.5375,237,5
11202,2,48,248.252915,239,1
11204,12,5,171.72,129,2
11208,30,8,271.209999,152,5
11218,2,4,214.449999,117,2
11219,22,3,275.176666,228,5
11222,180,4,22.915,239,3
11223,77,1,42.33,77,2
11236,18,14,197.152142,194,5
11243,143,5,136.135999,223,3
11244,202,4,90.715,237,3
11247,80,2,90.555,109,2
11250,2,9,57.882221,237,5
11251,10,13,110.992307,191,5
11256,80,4,109.547499,209,5
11263,45,9,364.678886,240,5
11271,63,5,149.897999,152,5
11274,27,1,26.11,27,2
11276,63,2,632.904998,212,4
11280,44,6,336.391664,212,5
11290,99,4,175.574999,241,5
11294,55,2,213.19,189,5
11296,238,1,9.99,238,3
11304,149,5,77.077999,204,3
11312,20,2,20.59,116,2
11315,44,1,217.81,44,2
11330,24,7,150.182856,163,5
11334,211,2,183.369999,211,3
11338,176,1,283.55,176,3
11341,68,6,32.238333,215,5
11358,64,5,395.407999,224,4
11360,71,6,161.858333,222,5
11367,107,1,151.13,107,2
11371,30,4,212.232499,224,5
11373,55,2,162.38,92,2
11374,69,7,94.615714,202,5
11379,44,4,97.24,203,5
11380,86,3,69.213333,191,5
11385,140,6,16.198333,227,3
11387,218,1,212.96,218,3
11390,19,1,458.539998,19,2
11406,92,3,89.66,225,5
11410,19,1,169.659999,19,2
11411,133,2,29.31,202,3
11420,206,1,46.64,206,3
11423,7,8,159.066249,210,5
11433,210,1,52.22,210,3
11436,133,2,66.6,135,3
11437,7,8,131.837499,35,2
11445,8,4,54.5125,242,5
11453,28,11,232.659999,209,5
11454,17,6,185.376665,219,5
11473,109,2,187.274999,121,2
11475,50,3,367.696665,226,5
11483,55,6,176.376666,229,5
11493,11,24,93.397083,228,1
11505,12,23,88.316521,234,1
11516,56,11,92.526363,240,5
11524,22,1,46.49,22,2
11526,51,7,58.484285,211,5
11537,212,1,227.85,212,3
11538,200,1,30.51,200,3
11541,47,1,52.18,47,2
11548,9,1,206.759992,9,2
11549,191,1,355.839999,191,4
11554,7,11,144.964545,227,5
11556,21,6,44.308333,50,2
11558,155,3,237.45,211,3
11579,55,11,49.894545,243,5
11589,10,11,180.523635,224,5
11606,28,8,267.884997,233,5
11608,233,2,353.724999,241,3
11626,13,4,248.295,196,5
11632,100,13,129.137692,238,5
11635,191,5,56.446,240,3
11639,53,7,162.775714,242,5
11640,17,1,202.439998,17,2
11641,20,12,179.507499,212,5
11642,189,2,315.49,220,3
11645,152,2,135.544998,182,3
11647,15,10,43.182999,226,5
11652,140,8,145.657499,238,3
11659,215,1,499.889996,215,4
11660,42,9,54.222222,240,5
11666,78,9,207.276666,164,5
11680,9,1,90.18,9,2
11686,23,1,211.81,23,2
11689,24,1,111.63,24,2
11691,6,11,186.94909,196,5
11694,34,9,113.067777,216,5
11697,50,3,254.336665,199,5
11708,70,8,50.022499,169,5
11709,9,10,250.954999,191,5
11714,204,1,227.689999,204,3
11718,12,9,38.839999,150,5
11721,172,3,159.709999,241,3
11731,58,4,372.904999,210,4
11735,148,2,111.134999,164,3
11744,10,3,80.716666,39,2
11746,117,2,370.149999,142,4
11749,3,2,41.805,5,2
11757,195,2,35.835,213,3
11781,210,1,760.619999,210,4
11788,205,1,2653.959999,205,4
11790,114,12,208.962499,233,5
11803,64,7,85.778571,226,5
11816,91,1,167.25,91,2
11817,62,1,53.2,62,2
11824,94,1,35.61,94,2
11831,1,43,226.510697,236,1
11833,7,11,110.924545,210,5
11835,65,12,48.836666,242,5
11837,170,3,238.259999,204,3
11847,4,22,73.378181,220,1
11848,12,1,251.53,12,2
11850,192,1,93.38,192,3
11905,35,1,19.52,35,2
11908,17,8,262.327498,236,5
11914,76,3,31.413333,191,5
11922,24,2,276.159997,205,5
11924,17,19,52.777368,241,1
11927,24,5,422.259999,201,4
11930,87,8,215.357499,227,5
11942,68,3,143.453333,193,5
11946,225,1,47.649999,225,3
11950,73,2,173.909999,223,5
11958,16,10,69.346999,231,5
11970,24,10,213.113999,211,5
11986,3,4,147.265,243,5
11987,194,3,212.28,217,3
11988,3,30,267.519333,238,1
11991,66,6,110.776666,126,2
11992,22,11,145.391817,227,5
11997,178,5,324.647999,219,3
11998,4,10,221.477999,227,5
12001,20,9,73.578888,240,5
12002,14,5,160.487999,205,5
12005,21,2,54.14,163,5
12011,70,2,27.64,170,5
12012,96,1,76.609996,96,2
12017,21,20,73.185499,238,1
12023,65,10,68.091,210,5
12042,99,2,26.64,168,3
12046,18,7,511.63857,225,4
12055,115,4,255.047499,214,5
12067,21,3,129.673333,226,5
12071,13,5,20.901999,159,5
12085,29,3,133.266666,208,5
12089,140,3,231.696665,239,3
12090,134,1,59.88,134,3
12094,152,4,180.964999,217,3
12104,26,5,106.934,215,5
12118,125,4,129.29,195,3
12121,48,2,71.57,228,5
12127,203,1,186.51,203,3
12129,60,4,39.5125,178,5
12132,61,16,41.584375,243,1
12135,172,7,68.847142,241,3
12140,64,8,146.649998,238,5
12149,8,4,336.262499,36,2
12170,4,13,162.349999,219,5
12172,200,3,57.839999,206,3
12188,117,3,280.226666,181,4
12191,82,4,481.387499,238,4
12194,224,1,35.88,224,3
12196,19,3,293.039996,100,2
12198,2,15,62.921333,239,1
12212,12,18,17.647222,238,1
12214,14,19,296.990525,218,1
12217,205,2,432.834999,235,4
12226,4,7,252.281428,227,5
12247,101,4,105.075,220,5
12258,42,5,29.042,239,5
12261,48,1,17.96,48,2
12265,90,6,38.156666,217,5
12276,81,6,112.303333,237,5
12290,212,3,208.103332,243,3
12300,98,1,31.31,98,2
12304,19,5,289.271999,143,5
12305,3,6,109.681666,226,5
12308,107,9,12.998888000000001,223,5
12314,65,12,94.372499,233,5
12315,47,11,211.741817,212,5
12325,48,1,456.33,48,2
12326,2,24,260.249999,192,1
12327,17,6,63.119999,229,5
12345,16,6,94.971666,162,5
12349,36,3,443.406666,191,4
12351,49,1,496.31,49,4
12368,33,15,166.673333,228,1
12373,106,21,30.790476,242,1
12381,105,2,57.84,108,2
12382,61,8,196.209998,243,5
12389,65,1,141.769999,65,2
12393,5,24,94.034999,227,1
12412,210,1,57.11,210,3
12413,58,1,53.21,58,2
12416,224,1,21.98,224,3
12419,1,5,220.613999,218,5
12429,1,4,92.3575,169,5
12431,198,2,100.74499900000001,204,3
12433,6,6,79.216666,213,5
12440,212,1,109.52,212,3
12456,76,1,32.54,76,2
12476,24,7,227.649999,164,5
12501,46,2,38.435,100,2
12505,2,15,55.92,210,1
12511,13,4,140.567499,111,2
12513,1,5,101.639999,207,5
12516,33,1,91.8,33,2
12517,50,1,109.64,50,2
12542,6,11,129.133636,234,5
12549,147,2,106.929999,231,3
12551,1,44,51.355227,154,1
12559,178,1,77.279999,178,3
12566,92,16,153.122499,227,1
12569,3,11,72.465453,119,5
12577,35,2,264.294998,137,2
12580,24,4,275.717499,234,5
12589,4,6,250.873333,227,5
12620,3,9,67.578888,114,2
12651,28,14,101.199285,243,1
12664,171,2,297.125,175,3
12671,236,1,122.94,236,3
12680,78,6,221.144999,204,5
12681,6,1,109.15,6,2
12687,30,4,775.487499,212,4
12701,136,1,51.169999,136,3
12710,20,5,440.17,203,4
12711,133,10,18.090999,239,5
12722,36,5,145.745999,228,5
12727,6,15,273.195331,241,1
12737,66,6,80.326666,227,5
12740,174,5,114.247999,242,3
12758,30,6,41.243333,161,5
12786,127,8,58.66875,234,3
12795,206,1,1425.559998,206,4
12804,1,9,272.738888,193,5
12806,92,16,57.2,242,1
12808,238,1,17.86,238,3
12810,191,1,13.98,191,3
12818,5,6,233.254999,185,5
12829,162,1,227.5,162,3
12833,189,3,478.236666,239,4
12869,232,1,322.34,232,3
12876,30,1,207.38,30,2
12887,35,3,133.66,89,2
12899,87,6,127.103333,236,5
12929,64,11,87.693636,222,5
12941,169,2,409.714999,183,4
12956,180,2,591.359999,207,4
12964,28,5,41.144,239,5
12965,195,3,48.383333,211,3
12966,4,18,266.100555,221,1
12982,119,1,168.47,119,2
12985,2,13,152.215384,240,5
12987,2,29,60.224137,205,1
13013,34,8,129.387499,195,5
13034,75,3,461.653331,115,4
13039,119,2,403.025,160,4
13043,36,13,131.853845,211,5
13055,1,13,213.072307,219,5
13092,94,1,344.56,94,2
13093,11,4,495.759999,157,4
13099,19,21,95.173809,234,1
13111,3,15,114.641999,213,1
13115,174,3,63.193333,209,3
13189,134,1,74.43,134,3
13199,8,3,282.929999,62,2
13204,185,1,8.47,185,3
13222,141,1,70.98,141,3
13247,84,3,360.299999,173,4
13279,79,4,190.932499,236,5
13310,66,4,461.174999,199,4
13323,2,3,202.533333,116,2
13334,13,5,146.361999,128,2
13367,17,5,292.923999,203,5
13402,2,9,119.755555,98,2
13407,15,3,133.23,239,5
13442,37,9,256.962221,210,5
13453,192,1,29.97,192,3
13471,115,3,58.576666,195,3
13482,132,1,462.56,132,4
13485,225,1,279.89,225,3
13502,1,5,238.137999,68,2
13528,24,25,153.237999,243,1
13529,192,1,197.14,192,3
13563,1,37,78.102702,239,1
13634,3,13,83.656153,96,2
13640,208,1,306.379999,208,3
13651,212,1,21.98,212,3
13658,76,17,194.201175,236,1
13660,70,2,416.489999,93,4
13663,7,9,149.837777,203,5
13691,64,1,5.38,64,2
13744,121,1,156.93,121,2
13750,45,1,352.019998,45,2
13776,29,14,218.586427,196,5
13787,82,1,13.99,82,2
13799,191,3,76.073332,208,3
13800,9,36,80.377222,231,1
13830,211,3,268.843332,237,3
13836,56,12,242.648332,239,5
13846,41,14,50.008571,191,5
13854,27,8,120.337499,235,5
13876,16,15,66.251999,238,1
13880,142,1,11.89,142,3
13882,21,8,129.773749,200,5
13912,17,1,150.389998,17,2
13929,2,6,180.791666,172,5
13933,7,36,131.755277,232,1
13948,25,3,121.879999,221,5
13964,3,40,295.656748,237,1
14021,92,7,178.00857,233,5
14043,80,5,309.124,191,5
14058,69,7,129.865714,241,5
14090,164,1,306.31999,164,3
14097,30,3,132.686666,218,5
14145,42,3,270.016665,72,2
14148,30,2,235.079999,55,2
14157,191,3,117.039999,229,3
14195,58,8,86.887499,234,5
14200,178,6,141.013333,224,3
14204,69,7,233.978571,211,5
14213,80,1,143.29,80,2
14243,112,1,304.29,112,2
14454,115,2,145.949999,143,3
14476,110,2,100.255,138,2
14483,134,3,182.263333,217,3
14490,214,1,495.579996,214,4
14525,37,1,69.719999,37,2
14534,148,1,82.279999,148,3
14568,1,9,165.947777,99,2
14569,45,8,368.267499,211,5
14585,9,12,382.123333,218,5
14599,19,15,166.335999,243,1
14605,120,5,457.41,200,4
14619,212,1,193.31,212,3
14654,101,12,152.726666,215,5
14656,185,1,135.71,185,3
14709,24,1,5.98,24,2
14750,169,9,184.107777,211,3
14755,3,1,113.97,3,2
14759,142,4,404.797499,243,4
14766,208,2,67.145,208,3
14797,207,1,647.579999,207,4
14807,124,1,523.94,124,4
14811,7,2,59.349999,136,2
14825,234,1,222.43,234,3
14870,223,1,66.83,223,3
14892,71,4,209.509999,238,5
14901,206,2,44.629999,214,3
14908,3,1,81.17,3,2
14912,210,1,343.809999,210,3
14958,124,9,123.752221,239,5
14979,233,1,421.24,233,4
14986,73,4,378.402498,134,4
14990,1,29,176.713792,222,1
14991,29,21,141.069047,235,1
15000,79,6,122.544999,228,5
15003,216,2,514.619999,223,4
15016,56,3,154.299999,94,2
15020,175,3,69.163333,198,3
15031,28,13,109.763076,195,5
15037,47,19,78.923157,213,1
15087,134,1,58.52,134,3
15090,173,2,10.475,225,3
15119,63,8,291.719999,224,5
15123,79,1,7.96,79,2
15133,44,6,160.438333,161,5
15134,9,8,261.577499,241,5
15143,12,11,76.273636,154,5
15154,134,2,87.28,147,3
15155,10,9,536.33111,220,4
15183,2,7,111.424285,38,2
15188,120,5,274.367999,196,5
15189,14,18,111.212222,228,1
15190,15,11,113.311818,240,5
15193,29,2,116.19,75,2
15197,68,13,188.813076,227,5
15204,168,1,385.4,168,4
15231,199,1,391.599999,199,4
15235,17,9,280.35,224,5
15236,223,1,307.43,223,3
15249,1,10,125.564999,206,5
15263,80,1,843.92,80,4
15269,7,12,63.719165,212,5
15276,1,33,107.811211,239,1
15282,21,4,100.755,203,5
15294,50,8,131.346249,220,5
15304,7,10,252.744998,239,5
15314,22,19,548.886841,232,1
15319,14,10,96.898999,215,5
15323,3,30,80.295333,227,1
15324,13,20,47.789999,236,1
15331,191,2,149.25,224,3
15337,15,11,277.269997,178,5
15339,77,5,139.523999,118,2
15354,101,3,204.45,128,2
15367,12,1,931.739997,12,4
15372,34,6,269.798332,191,5
15378,74,6,112.011666,205,5
15380,192,1,121.64,192,3
15422,4,2,416.555,120,4
15425,10,2,235.144999,45,2
15427,119,2,66.834999,205,3
15434,9,1,103.08,9,2
15453,61,3,228.343333,188,5
15454,76,2,25.415,205,5
15458,223,1,139.37,223,3
15462,57,3,772.393331,232,4
15470,15,18,156.444999,215,1
15474,212,2,887.279998,241,4
15480,48,1,144.31,48,2
15486,178,3,196.836666,222,3
15490,46,1,5.67,46,2
15513,77,2,28.854999,223,5
15559,68,5,169.566,220,5
15569,169,1,198.789998,169,3
15570,112,4,644.047497,141,4
15598,85,6,150.196666,239,5
15611,213,3,39.543333,227,3
15613,24,1,212.509997,24,2
15620,119,3,114.453333,191,3
15627,2,11,28.617272,240,5
15644,18,13,184.986153,232,5
15649,1,15,151.829333,163,1
15654,145,10,330.590999,236,5
15666,2,29,139.862068,240,1
15670,17,1,117.85,17,2
15704,117,1,269.059999,117,2
15718,9,14,277.806428,241,1
15721,13,1,313.739999,13,2
15722,29,4,316.844998,210,5
15723,92,11,49.12909,241,5
15743,6,6,86.194999,80,2
15754,205,1,342.98,205,3
15756,59,1,41.8,59,2
15762,90,4,147.932499,208,5
15763,3,10,313.420999,199,5
15778,191,7,95.789999,241,3
15805,127,1,783.8,127,4
15808,90,7,177.365714,211,5
15824,8,10,133.755,216,5
15833,213,1,444.15,213,4
15846,19,20,231.499499,227,1
15865,7,23,174.518695,239,1
15871,23,2,120.57,24,2
15874,15,4,301.912499,218,5
15879,1,35,241.191999,239,1
15888,1,16,296.043124,242,1
15893,3,2,19.305,3,2
15920,83,6,351.468332,159,4
15933,2,30,294.478999,217,1
15953,24,12,240.005832,238,5
15980,127,6,452.576666,214,4
15991,217,4,279.815,238,3
15992,94,4,129.017499,119,2
15995,124,5,151.39,224,3
16009,88,1,164.87,88,2
16036,112,1,174.23,112,2
16099,79,2,70.09,122,2
16113,22,5,83.472,101,2
16117,1,15,222.250666,213,1
16130,19,14,230.709284,241,1
16145,48,1,477.53,48,2
16160,229,1,247.42,229,3
16170,86,1,124.9,86,2
16183,32,3,354.023332,173,5
16204,3,6,93.056666,66,2
16216,2,16,121.316249,227,1
16219,196,1,36.64,196,3
16235,24,2,653.879999,213,4
16248,91,2,14.22,156,5
16249,80,2,537.214999,82,4
16257,125,3,300.923333,155,4
16276,173,1,1348.999997,173,4
16309,215,1,435.039998,215,4
16323,1,1,6.99,1,2
16340,3,1,169.17,3,2
16342,2,13,222.540768,207,5
16354,1,4,42.13,223,5
16361,206,1,200.849999,206,3
16381,220,2,55.405,234,3
16390,33,1,155.48,33,2
16395,224,1,169.44,224,3
16425,11,4,36.87,80,2
16434,202,2,243.294999,238,3
16461,150,7,147.508571,243,3
16471,26,19,158.003683,213,1
16474,203,3,197.536665,241,3
16494,25,8,413.673749,196,5
16521,225,2,180.11499800000001,233,3
16523,220,1,21.04,220,3
16527,14,5,167.721999,213,5
16531,119,3,399.669999,210,4
16532,217,1,363.4,217,3
16542,217,1,52.55,217,3
16554,199,1,146.47,199,3
16555,105,1,130.78,105,2
16591,127,2,97.645,206,3
16598,45,3,279.493333,92,2
16607,7,20,170.237999,239,1
16610,218,1,205.209999,218,3
16621,224,1,30.87,224,3
16627,92,3,167.673333,215,5
16638,7,23,254.554347,238,1
16639,22,3,384.833333,126,4
16642,12,7,190.824285,149,5
16649,67,4,309.357498,94,2
16658,3,1,551.849999,3,2
16689,3,3,116.3,30,2
16691,1,2,77.334999,30,2
16703,3,5,236.595999,45,2
16710,66,7,85.878571,206,5
16740,3,3,189.453332,213,5
16742,12,4,89.095,171,5
16744,9,6,216.536664,119,2
16757,183,1,543.109999,183,4
16772,12,44,34.431363,231,1
16774,94,2,68.37,178,5
16789,222,2,321.139998,222,3
16800,143,3,54.243333,206,3
16816,2,4,139.444999,57,2
16822,39,17,41.037646,217,1
16823,50,7,402.942857,191,4
16835,240,1,67.83,240,3
16843,171,3,45.42,212,3
16844,35,8,423.469998,230,5
16850,172,1,385.159999,172,4
16854,169,4,94.024999,238,3
16878,12,1,139.44,12,2
16879,14,1,378.979999,14,2
16915,191,3,89.213333,199,3
16967,16,5,111.06,107,2
16973,62,4,26.075,140,2
17008,44,3,26.473333,136,2
17017,14,10,202.088999,191,5
17020,9,18,51.761111,229,1
17026,10,8,169.578749,205,5
17038,211,1,877.569999,211,4
17051,197,2,59.76,204,3
17062,191,1,119.79,191,3
17071,211,2,51.349998,213,3
17074,12,10,163.164999,202,5
17075,53,1,285.439999,53,2
17080,15,6,210.109999,223,5
17083,30,11,347.497271,204,5
17105,195,4,241.8325,224,3
17107,86,7,44.847142,212,5
17110,12,11,211.533635,135,5
17168,56,4,144.805,211,5
17178,3,24,168.828749,227,1
17180,49,4,320.642499,206,5
17182,59,1,754.909993,59,4
17190,227,1,123.11,227,3
17194,206,4,179.022499,239,3
17206,127,6,184.441666,232,3
17221,2,1,357.11,2,2
17246,39,32,136.523124,235,1
17265,165,3,379.043332,225,4
17267,1,22,109.947272,221,1
17279,44,1,542.6,44,4
17293,81,10,82.544999,140,5
17298,3,2,292.31,3,2
17303,154,6,172.274999,195,3
17326,171,4,228.777498,224,3
17333,50,8,29.942499,191,5
17359,129,10,173.018999,243,5
17374,209,2,171.285,236,3
17375,196,1,139.77,196,3
17387,115,1,290.229999,115,2
17411,23,4,555.984999,202,4
17426,10,25,156.860799,162,1
17461,24,9,426.105554,210,5
17472,97,6,77.528333,218,5
17498,45,8,54.53625,222,5
17499,9,12,294.433333,133,5
17505,108,1,153.99,108,2
17512,1,2,74.915,56,2
17513,188,2,231.16,206,3
17526,85,4,386.862499,206,4
17549,84,2,13.98,229,5
17564,24,12,84.365833,231,5
17579,222,1,84.55,222,3
17580,54,7,69.597142,199,5
17596,3,30,48.895333,226,1
17599,155,1,196.54,155,3
17603,3,18,147.498888,121,1
17620,191,1,66.66,191,3
17622,26,4,307.317499,218,5
17627,24,10,71.683999,149,5
17645,204,1,88.219998,204,3
17646,216,1,282.31,216,3
17656,16,10,323.962999,170,5
17663,152,2,169.66,160,3
17681,110,2,116.465,197,3
17684,82,1,351.939999,82,2
17699,11,12,247.364999,227,5
17700,17,13,260.564615,202,5
17707,30,2,255.255,37,2
17716,91,15,211.039332,236,1
17719,103,1,30.81,103,2
17725,17,8,87.6775,227,5
17737,208,2,137.76,213,3
17750,8,13,180.404613,239,5
17776,32,2,562.339999,46,4
17791,191,1,9.99,191,3
17818,59,1,313.53,59,2
17839,224,1,46.14,224,3
17841,86,1,105.6,86,2
17858,24,31,80.817096,225,1
17875,174,2,328.279996,203,3
17879,213,1,56.48,213,3
17887,17,15,175.767999,227,1
17908,120,1,276.129994,120,2
17916,30,20,137.372999,232,1
17918,226,1,170.94,226,3
17939,196,1,502.879999,196,4
17941,45,14,141.514999,232,5
17955,168,1,56.08,168,3
17957,52,6,58.103333,199,5
17960,6,2,628.404998,92,4
17970,113,1,98.75,113,2
17997,191,3,385.416666,203,4
18054,2,32,159.859687,234,1
18078,53,4,164.5825,160,5
18097,119,5,303.059999,185,4
18138,210,1,10.99,210,3
18150,61,6,319.913332,227,5
